GEO_ID,Geography,Homeownership%,MedianIncome,LargeHH%,OldHouse%
860Z200US17565,ZCTA5 17565,0.938,104531.0,0.251,0.736
860Z200US17569,ZCTA5 17569,0.824,92480.0,0.389,0.718
860Z200US17572,ZCTA5 17572,0.762,79613.0,0.267,0.643
860Z200US17578,ZCTA5 17578,0.742,78750.0,0.28,0.673
860Z200US17579,ZCTA5 17579,0.833,82298.0,0.324,0.633
860Z200US17582,ZCTA5 17582,0.934,104659.0,0.402,0.693
860Z200US17601,ZCTA5 17601,0.623,96433.0,0.395,0.636
860Z200US17728,ZCTA5 17728,0.852,77594.0,0.266,0.627
860Z200US17731,ZCTA5 17731,0.93,95625.0,0.404,0.717
860Z200US17750,ZCTA5 17750,1.0,142778.0,0.28,0.92
860Z200US17756,ZCTA5 17756,0.761,78906.0,0.368,0.643
860Z200US17762,ZCTA5 17762,0.898,94063.0,0.471,0.665
860Z200US17765,ZCTA5 17765,0.754,79167.0,0.397,0.542
860Z200US17772,ZCTA5 17772,0.885,77500.0,0.458,0.613
860Z200US17824,ZCTA5 17824,0.908,114653.0,0.295,0.601
860Z200US17829,ZCTA5 17829,0.925,80417.0,0.318,0.648
860Z200US17830,ZCTA5 17830,0.838,76339.0,0.342,0.602
860Z200US17836,ZCTA5 17836,0.898,86250.0,0.425,0.881
860Z200US17837,ZCTA5 17837,0.64,80488.0,0.485,0.57
860Z200US17855,ZCTA5 17855,0.867,85000.0,0.347,0.651
860Z200US17856,ZCTA5 17856,0.821,92400.0,0.348,0.707
860Z200US17860,ZCTA5 17860,0.944,82813.0,0.338,0.758
860Z200US17864,ZCTA5 17864,0.914,76607.0,0.277,0.727
860Z200US17876,ZCTA5 17876,0.758,78971.0,0.476,0.609
860Z200US17878,ZCTA5 17878,0.851,76875.0,0.292,0.694
860Z200US17885,ZCTA5 17885,0.986,75313.0,0.341,0.593
860Z200US17889,ZCTA5 17889,0.928,76378.0,0.312,0.74
860Z200US17920,ZCTA5 17920,0.821,77917.0,0.64,0.577
860Z200US17922,ZCTA5 17922,0.935,91661.0,0.309,0.73
860Z200US17936,ZCTA5 17936,0.638,82344.0,0.496,0.571
860Z200US17938,ZCTA5 17938,0.81,90421.0,0.304,0.597
860Z200US17946,ZCTA5 17946,0.686,122917.0,0.571,0.969
860Z200US17957,ZCTA5 17957,0.933,94922.0,0.304,0.941
860Z200US17961,ZCTA5 17961,0.667,96354.0,0.432,0.588
860Z200US17967,ZCTA5 17967,0.883,78750.0,0.392,0.639
860Z200US18013,ZCTA5 18013,0.719,76116.0,0.408,0.564
860Z200US18014,ZCTA5 18014,0.695,75762.0,0.372,0.562
860Z200US18020,ZCTA5 18020,0.779,122610.0,0.305,0.694
860Z200US18034,ZCTA5 18034,0.755,134137.0,0.357,0.769
860Z200US18036,ZCTA5 18036,0.877,124211.0,0.313,0.729
860Z200US18038,ZCTA5 18038,0.94,111515.0,0.307,0.54
860Z200US18040,ZCTA5 18040,0.681,108994.0,0.374,0.713
860Z200US18041,ZCTA5 18041,0.6,95052.0,0.403,0.659
860Z200US18045,ZCTA5 18045,0.711,109068.0,0.375,0.63
860Z200US18051,ZCTA5 18051,0.792,133071.0,0.352,0.697
860Z200US18053,ZCTA5 18053,0.705,83750.0,0.429,0.629
860Z200US18054,ZCTA5 18054,0.808,109613.0,0.264,0.665
860Z200US18055,ZCTA5 18055,0.659,90087.0,0.443,0.602
860Z200US18059,ZCTA5 18059,0.865,133173.0,0.349,0.864
860Z200US18064,ZCTA5 18064,0.729,102857.0,0.41,0.634
860Z200US18066,ZCTA5 18066,0.793,110221.0,0.339,0.659
860Z200US18069,ZCTA5 18069,0.793,125357.0,0.299,0.769
860Z200US18073,ZCTA5 18073,0.622,107643.0,0.293,0.691
860Z200US18074,ZCTA5 18074,0.853,126250.0,0.425,0.757
860Z200US18077,ZCTA5 18077,0.821,97188.0,0.382,0.678
860Z200US18078,ZCTA5 18078,0.816,131875.0,0.314,0.751
860Z200US18083,ZCTA5 18083,0.722,108333.0,0.335,0.559
860Z200US18088,ZCTA5 18088,0.7,76025.0,0.451,0.577
860Z200US18091,ZCTA5 18091,0.665,78042.0,0.416,0.582
860Z200US18092,ZCTA5 18092,0.923,110417.0,0.268,0.845
860Z200US18210,ZCTA5 18210,0.927,75064.0,0.505,0.637
860Z200US18214,ZCTA5 18214,0.856,78214.0,0.412,0.64
860Z200US18222,ZCTA5 18222,0.839,102656.0,0.43,0.643
860Z200US18249,ZCTA5 18249,0.942,95820.0,0.256,0.722
860Z200US18301,ZCTA5 18301,0.756,90488.0,0.445,0.614
860Z200US18302,ZCTA5 18302,0.799,87044.0,0.4,0.614
860Z200US18321,ZCTA5 18321,0.787,98594.0,0.254,0.615
860Z200US18323,ZCTA5 18323,0.813,87629.0,0.716,0.991
860Z200US18326,ZCTA5 18326,0.906,76827.0,0.38,0.653
860Z200US18328,ZCTA5 18328,0.973,81833.0,0.406,0.58
860Z200US18330,ZCTA5 18330,0.95,92907.0,0.308,0.689
860Z200US18332,ZCTA5 18332,0.902,100816.0,0.285,0.535
860Z200US18335,ZCTA5 18335,0.788,113615.0,0.429,0.887
860Z200US18337,ZCTA5 18337,0.797,89935.0,0.397,0.596
860Z200US18343,ZCTA5 18343,0.736,79861.0,0.437,0.547
860Z200US18347,ZCTA5 18347,0.981,81275.0,0.637,0.591
860Z200US18350,ZCTA5 18350,0.976,109058.0,0.463,0.619
860Z200US18353,ZCTA5 18353,0.874,88311.0,0.456,0.66
860Z200US18354,ZCTA5 18354,0.879,82833.0,0.321,0.801
860Z200US18370,ZCTA5 18370,0.776,95469.0,0.877,0.663
860Z200US18403,ZCTA5 18403,0.819,76401.0,0.391,0.588
860Z200US18405,ZCTA5 18405,0.763,78403.0,0.308,0.618
860Z200US18411,ZCTA5 18411,0.817,96471.0,0.425,0.681
860Z200US18414,ZCTA5 18414,0.875,91014.0,0.372,0.702
860Z200US18415,ZCTA5 18415,0.975,87985.0,0.422,0.526
860Z200US18426,ZCTA5 18426,0.863,78438.0,0.328,0.538
860Z200US18428,ZCTA5 18428,0.887,75463.0,0.399,0.582
860Z200US18433,ZCTA5 18433,0.84,76847.0,0.456,0.728
860Z200US18435,ZCTA5 18435,0.96,97924.0,0.258,0.756
860Z200US18441,ZCTA5 18441,0.732,83438.0,0.566,0.694
860Z200US18443,ZCTA5 18443,0.953,97130.0,0.365,0.784
860Z200US18444,ZCTA5 18444,0.841,84919.0,0.4,0.621
860Z200US18453,ZCTA5 18453,0.905,79653.0,0.41,0.698
860Z200US18454,ZCTA5 18454,0.982,83125.0,0.721,0.804
860Z200US18463,ZCTA5 18463,0.901,110192.0,0.511,0.642
860Z200US18464,ZCTA5 18464,0.946,75855.0,0.396,0.598
860Z200US18466,ZCTA5 18466,0.895,77508.0,0.385,0.662
860Z200US18471,ZCTA5 18471,1.0,121136.0,0.653,0.738
860Z200US18602,ZCTA5 18602,0.906,172500.0,0.328,0.509
860Z200US18612,ZCTA5 18612,0.731,97022.0,0.438,0.596
860Z200US18624,ZCTA5 18624,0.705,116146.0,0.675,0.579
860Z200US18626,ZCTA5 18626,0.956,76563.0,0.364,0.55
860Z200US18630,ZCTA5 18630,0.763,84583.0,0.369,0.593
860Z200US18632,ZCTA5 18632,0.843,84375.0,0.539,0.604
860Z200US18657,ZCTA5 18657,0.792,75293.0,0.425,0.618
860Z200US18660,ZCTA5 18660,0.903,85372.0,0.332,0.621
860Z200US18707,ZCTA5 18707,0.881,105281.0,0.403,0.705
860Z200US18708,ZCTA5 18708,0.891,95480.0,0.398,0.689
860Z200US18812,ZCTA5 18812,0.901,85417.0,0.318,0.584
860Z200US18816,ZCTA5 18816,0.729,98214.0,0.421,0.615
860Z200US18824,ZCTA5 18824,0.842,76250.0,0.392,0.609
860Z200US18826,ZCTA5 18826,0.844,87188.0,0.377,0.635
860Z200US18829,ZCTA5 18829,0.806,81792.0,0.279,0.651
860Z200US18831,ZCTA5 18831,0.813,77411.0,0.382,0.646
860Z200US18842,ZCTA5 18842,0.97,79000.0,0.339,0.639
860Z200US18844,ZCTA5 18844,0.8,91667.0,0.309,0.622
860Z200US18846,ZCTA5 18846,0.788,84792.0,0.389,0.543
860Z200US18854,ZCTA5 18854,0.676,81827.0,0.404,0.594
860Z200US18913,ZCTA5 18913,1.0,180250.0,0.527,0.516
860Z200US18914,ZCTA5 18914,0.695,148286.0,0.34,0.774
860Z200US18923,ZCTA5 18923,0.862,76469.0,0.276,0.668
860Z200US18930,ZCTA5 18930,0.946,123984.0,0.401,0.782
860Z200US18932,ZCTA5 18932,1.0,110028.0,0.26,0.738
860Z200US18933,ZCTA5 18933,1.0,218043.0,0.325,0.684
860Z200US18938,ZCTA5 18938,0.773,161146.0,0.423,0.739
860Z200US18942,ZCTA5 18942,0.926,99091.0,0.399,0.655
860Z200US18944,ZCTA5 18944,0.642,133131.0,0.273,0.689
860Z200US18946,ZCTA5 18946,1.0,183750.0,0.293,0.668
860Z200US18947,ZCTA5 18947,0.892,136615.0,0.281,0.801
860Z200US18962,ZCTA5 18962,0.886,91464.0,0.569,0.744
860Z200US18966,ZCTA5 18966,0.721,119741.0,0.382,0.734
860Z200US18970,ZCTA5 18970,0.601,95000.0,0.409,0.537
860Z200US18972,ZCTA5 18972,0.887,88525.0,0.432,0.663
860Z200US18976,ZCTA5 18976,0.608,119237.0,0.336,0.686
860Z200US18977,ZCTA5 18977,0.784,215313.0,0.288,0.874
860Z200US19001,ZCTA5 19001,0.708,105271.0,0.386,0.631
860Z200US19002,ZCTA5 19002,0.613,140070.0,0.379,0.687
860Z200US19006,ZCTA5 19006,0.742,124302.0,0.417,0.688
860Z200US19008,ZCTA5 19008,0.831,127646.0,0.259,0.746
860Z200US19009,ZCTA5 19009,0.777,142188.0,0.324,0.688
860Z200US19012,ZCTA5 19012,0.65,117614.0,0.412,0.723
860Z200US19014,ZCTA5 19014,0.691,96440.0,0.429,0.7
860Z200US19030,ZCTA5 19030,0.747,92411.0,0.474,0.639
860Z200US19031,ZCTA5 19031,0.692,143323.0,0.512,0.762
860Z200US19033,ZCTA5 19033,0.666,102313.0,0.44,0.599
860Z200US19034,ZCTA5 19034,0.701,164531.0,0.376,0.74
860Z200US19038,ZCTA5 19038,0.708,113464.0,0.41,0.667
860Z200US19040,ZCTA5 19040,0.66,109207.0,0.402,0.579
860Z200US19052,ZCTA5 19052,0.835,137083.0,0.583,0.745
860Z200US19053,ZCTA5 19053,0.722,102241.0,0.343,0.616
860Z200US19054,ZCTA5 19054,0.805,108537.0,0.392,0.648
860Z200US19055,ZCTA5 19055,0.823,82336.0,0.408,0.584
860Z200US19056,ZCTA5 19056,0.732,104382.0,0.436,0.612
860Z200US19057,ZCTA5 19057,0.769,95089.0,0.389,0.554
860Z200US19064,ZCTA5 19064,0.863,132230.0,0.289,0.748
860Z200US19066,ZCTA5 19066,0.774,243500.0,0.297,0.792
860Z200US19067,ZCTA5 19067,0.634,131604.0,0.391,0.682
860Z200US19070,ZCTA5 19070,0.6,81375.0,0.526,0.586
860Z200US19073,ZCTA5 19073,0.613,131061.0,0.437,0.683
860Z200US19075,ZCTA5 19075,0.909,117356.0,0.36,0.696
860Z200US19083,ZCTA5 19083,0.726,120233.0,0.356,0.697
860Z200US19086,ZCTA5 19086,0.718,143762.0,0.421,0.731
860Z200US19090,ZCTA5 19090,0.621,97341.0,0.449,0.597
860Z200US19096,ZCTA5 19096,0.638,186648.0,0.381,0.655
860Z200US19301,ZCTA5 19301,0.668,157500.0,0.339,0.729
860Z200US19310,ZCTA5 19310,0.83,87679.0,0.353,0.72
860Z200US19312,ZCTA5 19312,0.72,199107.0,0.388,0.841
860Z200US19317,ZCTA5 19317,0.687,154933.0,0.364,0.771
860Z200US19320,ZCTA5 19320,0.605,88852.0,0.461,0.67
860Z200US19330,ZCTA5 19330,0.838,112885.0,0.334,0.723
860Z200US19335,ZCTA5 19335,0.638,136839.0,0.374,0.678
860Z200US19343,ZCTA5 19343,0.837,161964.0,0.31,0.831
860Z200US19348,ZCTA5 19348,0.626,118367.0,0.428,0.702
860Z200US19350,ZCTA5 19350,0.899,152264.0,0.352,0.809
860Z200US19362,ZCTA5 19362,0.692,87292.0,0.494,0.723
860Z200US19363,ZCTA5 19363,0.7,104318.0,0.33,0.656
860Z200US19365,ZCTA5 19365,0.707,92137.0,0.385,0.603
860Z200US19390,ZCTA5 19390,0.757,114403.0,0.393,0.712
860Z200US19426,ZCTA5 19426,0.675,151030.0,0.341,0.71
860Z200US19437,ZCTA5 19437,0.807,210134.0,0.593,0.862
860Z200US19438,ZCTA5 19438,0.638,138955.0,0.345,0.704
860Z200US19444,ZCTA5 19444,0.628,153647.0,0.437,0.655
860Z200US19462,ZCTA5 19462,0.672,133942.0,0.399,0.647
860Z200US19465,ZCTA5 19465,0.725,106167.0,0.394,0.688
860Z200US19473,ZCTA5 19473,0.746,135386.0,0.403,0.748
860Z200US19501,ZCTA5 19501,0.666,80000.0,0.395,0.615
860Z200US19503,ZCTA5 19503,0.616,75625.0,0.482,0.601
860Z200US19504,ZCTA5 19504,0.94,100882.0,0.272,0.747
860Z200US19505,ZCTA5 19505,0.797,96464.0,0.322,0.504
860Z200US19506,ZCTA5 19506,0.886,101130.0,0.285,0.709
860Z200US19507,ZCTA5 19507,0.918,105903.0,0.385,0.679
860Z200US19508,ZCTA5 19508,0.7,83409.0,0.373,0.649
860Z200US19510,ZCTA5 19510,0.758,117216.0,0.311,0.69
860Z200US19512,ZCTA5 19512,0.64,76036.0,0.501,0.564
860Z200US19518,ZCTA5 19518,0.827,114954.0,0.363,0.726
860Z200US19520,ZCTA5 19520,0.797,98882.0,0.336,0.711
860Z200US19522,ZCTA5 19522,0.741,95366.0,0.385,0.602
860Z200US19529,ZCTA5 19529,0.944,98125.0,0.378,0.687
860Z200US19533,ZCTA5 19533,0.809,94038.0,0.335,0.686
860Z200US19534,ZCTA5 19534,0.909,75917.0,0.291,0.636
860Z200US19540,ZCTA5 19540,0.812,96066.0,0.369,0.703
860Z200US19547,ZCTA5 19547,0.844,89259.0,0.409,0.602
860Z200US19551,ZCTA5 19551,0.757,87932.0,0.364,0.687
860Z200US19555,ZCTA5 19555,0.742,75944.0,0.415,0.597
860Z200US19559,ZCTA5 19559,0.733,88194.0,0.472,0.958
860Z200US19560,ZCTA5 19560,0.649,76945.0,0.495,0.54
860Z200US19564,ZCTA5 19564,1.0,99621.0,0.396,0.755
860Z200US19565,ZCTA5 19565,0.663,80881.0,0.472,0.676
860Z200US19567,ZCTA5 19567,0.764,86635.0,0.354,0.516
860Z200US19605,ZCTA5 19605,0.628,85775.0,0.419,0.628
860Z200US19606,ZCTA5 19606,0.614,81872.0,0.451,0.607
860Z200US19608,ZCTA5 19608,0.709,112169.0,0.347,0.702
860Z200US19609,ZCTA5 19609,0.719,80748.0,0.424,0.575
860Z200US19706,ZCTA5 19706,0.681,77143.0,0.552,0.592
860Z200US19707,ZCTA5 19707,0.808,172161.0,0.324,0.844
860Z200US19709,ZCTA5 19709,0.688,129971.0,0.384,0.692
860Z200US19711,ZCTA5 19711,0.601,94455.0,0.435,0.627
860Z200US19730,ZCTA5 19730,0.921,81927.0,0.411,0.579
860Z200US19734,ZCTA5 19734,0.824,131745.0,0.294,0.779
860Z200US19803,ZCTA5 19803,0.875,133941.0,0.386,0.799
860Z200US19804,ZCTA5 19804,0.68,76204.0,0.533,0.545
860Z200US19807,ZCTA5 19807,0.679,156905.0,0.412,0.741
860Z200US19808,ZCTA5 19808,0.615,92883.0,0.482,0.641
860Z200US19809,ZCTA5 19809,0.602,85988.0,0.642,0.613
860Z200US19810,ZCTA5 19810,0.716,110486.0,0.439,0.707
860Z200US19930,ZCTA5 19930,0.6,118092.0,0.385,0.641
860Z200US19931,ZCTA5 19931,0.97,91111.0,0.554,0.661
860Z200US19934,ZCTA5 19934,0.838,79100.0,0.362,0.687
860Z200US19938,ZCTA5 19938,0.866,96338.0,0.316,0.777
860Z200US19939,ZCTA5 19939,0.801,86583.0,0.306,0.608
860Z200US19943,ZCTA5 19943,0.817,77247.0,0.375,0.652
860Z200US19945,ZCTA5 19945,0.71,86021.0,0.358,0.646
860Z200US19946,ZCTA5 19946,0.685,76213.0,0.37,0.588
860Z200US19951,ZCTA5 19951,0.906,79698.0,0.294,0.744
860Z200US19952,ZCTA5 19952,0.822,78333.0,0.427,0.626
860Z200US19958,ZCTA5 19958,0.674,91445.0,0.416,0.637
860Z200US19967,ZCTA5 19967,0.629,89545.0,0.514,0.68
860Z200US19968,ZCTA5 19968,0.842,81646.0,0.427,0.655
860Z200US19970,ZCTA5 19970,0.612,90802.0,0.348,0.62
860Z200US19975,ZCTA5 19975,0.642,86063.0,0.517,0.612
860Z200US19977,ZCTA5 19977,0.617,78803.0,0.476,0.629
860Z200US19979,ZCTA5 19979,0.889,95325.0,0.369,0.736
860Z200US19980,ZCTA5 19980,0.892,84079.0,0.591,0.611
860Z200US20106,ZCTA5 20106,0.994,105529.0,0.355,0.703
860Z200US20115,ZCTA5 20115,0.799,142500.0,0.348,0.724
860Z200US20117,ZCTA5 20117,0.833,148063.0,0.48,0.736
860Z200US20119,ZCTA5 20119,1.0,137625.0,0.41,0.733
860Z200US20130,ZCTA5 20130,1.0,90688.0,0.355,0.89
860Z200US20135,ZCTA5 20135,0.944,110800.0,0.37,0.583
860Z200US20136,ZCTA5 20136,0.681,178098.0,0.267,0.813
860Z200US20143,ZCTA5 20143,1.0,178125.0,0.331,0.991
860Z200US20144,ZCTA5 20144,0.967,171429.0,0.284,0.841
860Z200US20151,ZCTA5 20151,0.632,143422.0,0.27,0.721
860Z200US20155,ZCTA5 20155,0.655,154531.0,0.321,0.767
860Z200US20158,ZCTA5 20158,0.907,206375.0,0.273,0.911
860Z200US20169,ZCTA5 20169,0.718,198317.0,0.254,0.81
860Z200US20181,ZCTA5 20181,0.962,162986.0,0.333,0.876
860Z200US20186,ZCTA5 20186,0.65,100813.0,0.489,0.604
860Z200US20187,ZCTA5 20187,0.968,166113.0,0.307,0.864
860Z200US20198,ZCTA5 20198,0.96,81950.0,0.368,0.739
860Z200US20601,ZCTA5 20601,0.69,120278.0,0.483,0.715
860Z200US20603,ZCTA5 20603,0.672,137138.0,0.464,0.704
860Z200US20606,ZCTA5 20606,1.0,86406.0,0.58,0.914
860Z200US20607,ZCTA5 20607,0.932,147647.0,0.359,0.902
860Z200US20608,ZCTA5 20608,0.964,79635.0,0.636,0.553
860Z200US20609,ZCTA5 20609,0.947,114181.0,0.557,0.66
860Z200US20611,ZCTA5 20611,0.916,132917.0,0.293,0.871
860Z200US20613,ZCTA5 20613,0.847,149821.0,0.415,0.773
860Z200US20616,ZCTA5 20616,0.703,129188.0,0.469,0.655
860Z200US20617,ZCTA5 20617,1.0,113068.0,0.369,1.007
860Z200US20618,ZCTA5 20618,1.0,103115.0,0.433,0.713
860Z200US20620,ZCTA5 20620,0.688,154188.0,0.401,0.647
860Z200US20623,ZCTA5 20623,0.986,132386.0,0.356,0.895
860Z200US20624,ZCTA5 20624,0.909,99638.0,0.414,0.77
860Z200US20630,ZCTA5 20630,1.0,227581.0,0.782,0.916
860Z200US20634,ZCTA5 20634,0.664,117431.0,0.479,0.696
860Z200US20640,ZCTA5 20640,0.695,95560.0,0.578,0.641
860Z200US20646,ZCTA5 20646,0.729,130008.0,0.492,0.682
860Z200US20650,ZCTA5 20650,0.793,139688.0,0.401,0.746
860Z200US20657,ZCTA5 20657,0.963,117776.0,0.346,0.778
860Z200US20658,ZCTA5 20658,0.986,97177.0,0.316,0.557
860Z200US20659,ZCTA5 20659,0.96,117571.0,0.384,0.742
860Z200US20662,ZCTA5 20662,0.925,84286.0,0.464,0.686
860Z200US20664,ZCTA5 20664,0.969,82083.0,0.351,0.611
860Z200US20675,ZCTA5 20675,0.975,116439.0,0.371,0.843
860Z200US20676,ZCTA5 20676,0.955,150916.0,0.286,0.835
860Z200US20678,ZCTA5 20678,0.771,118288.0,0.449,0.565
860Z200US20684,ZCTA5 20684,0.955,176938.0,0.27,0.723
860Z200US20685,ZCTA5 20685,0.968,122059.0,0.35,0.718
860Z200US20689,ZCTA5 20689,0.945,174583.0,0.302,0.766
860Z200US20692,ZCTA5 20692,1.0,120491.0,0.327,0.77
860Z200US20695,ZCTA5 20695,0.653,118949.0,0.489,0.694
860Z200US20706,ZCTA5 20706,0.661,100061.0,0.521,0.644
860Z200US20711,ZCTA5 20711,0.608,98517.0,0.279,0.758
860Z200US20714,ZCTA5 20714,0.676,88612.0,0.654,0.57
860Z200US20715,ZCTA5 20715,0.908,139962.0,0.417,0.783
860Z200US20720,ZCTA5 20720,0.752,162976.0,0.409,0.821
860Z200US20721,ZCTA5 20721,0.725,167689.0,0.394,0.869
860Z200US20732,ZCTA5 20732,0.74,135925.0,0.497,0.711
860Z200US20733,ZCTA5 20733,0.996,132955.0,0.329,0.691
860Z200US20735,ZCTA5 20735,0.877,123125.0,0.487,0.808
860Z200US20736,ZCTA5 20736,0.951,159821.0,0.287,0.87
860Z200US20744,ZCTA5 20744,0.796,124838.0,0.479,0.79
860Z200US20751,ZCTA5 20751,0.978,122448.0,0.534,0.706
860Z200US20764,ZCTA5 20764,0.978,111129.0,0.497,0.531
860Z200US20765,ZCTA5 20765,0.965,131023.0,0.439,0.638
860Z200US20769,ZCTA5 20769,0.892,170117.0,0.378,0.88
860Z200US20772,ZCTA5 20772,0.664,135576.0,0.516,0.753
860Z200US20776,ZCTA5 20776,0.792,122440.0,0.431,0.858
860Z200US20778,ZCTA5 20778,1.0,177083.0,0.41,0.803
860Z200US20779,ZCTA5 20779,0.982,120924.0,0.323,0.802
860Z200US20812,ZCTA5 20812,1.0,195000.0,0.287,0.983
860Z200US20816,ZCTA5 20816,0.752,231284.0,0.332,0.775
860Z200US20817,ZCTA5 20817,0.778,240104.0,0.295,0.8
860Z200US20818,ZCTA5 20818,0.863,221392.0,0.279,0.883
860Z200US20832,ZCTA5 20832,0.606,166892.0,0.319,0.771
860Z200US20833,ZCTA5 20833,0.913,203631.0,0.332,0.896
860Z200US20837,ZCTA5 20837,0.873,191927.0,0.282,0.923
860Z200US20839,ZCTA5 20839,1.0,101250.0,0.328,0.655
860Z200US20841,ZCTA5 20841,0.827,184276.0,0.263,0.835
860Z200US20842,ZCTA5 20842,0.926,166389.0,0.316,0.621
860Z200US20851,ZCTA5 20851,0.662,113951.0,0.509,0.503
860Z200US20853,ZCTA5 20853,0.864,157168.0,0.342,0.763
860Z200US20855,ZCTA5 20855,0.642,147708.0,0.319,0.725
860Z200US20872,ZCTA5 20872,0.749,132804.0,0.362,0.785
860Z200US20880,ZCTA5 20880,1.0,160417.0,0.544,0.856
860Z200US20895,ZCTA5 20895,0.79,169527.0,0.414,0.706
860Z200US20901,ZCTA5 20901,0.62,127133.0,0.443,0.649
860Z200US21012,ZCTA5 21012,0.713,137544.0,0.375,0.731
860Z200US21015,ZCTA5 21015,0.647,137219.0,0.333,0.753
860Z200US21028,ZCTA5 21028,0.959,133583.0,0.312,0.828
860Z200US21034,ZCTA5 21034,0.75,77063.0,0.326,0.833
860Z200US21035,ZCTA5 21035,0.983,176597.0,0.268,0.901
860Z200US21036,ZCTA5 21036,0.958,170313.0,0.492,0.903
860Z200US21037,ZCTA5 21037,0.867,135541.0,0.42,0.757
860Z200US21042,ZCTA5 21042,0.76,190504.0,0.259,0.794
860Z200US21048,ZCTA5 21048,0.909,122801.0,0.319,0.788
860Z200US21050,ZCTA5 21050,0.704,123750.0,0.323,0.803
860Z200US21052,ZCTA5 21052,0.741,117222.0,0.685,0.72
860Z200US21053,ZCTA5 21053,0.928,100015.0,0.473,0.808
860Z200US21054,ZCTA5 21054,0.699,153976.0,0.436,0.752
860Z200US21057,ZCTA5 21057,0.866,170417.0,0.281,0.795
860Z200US21074,ZCTA5 21074,0.766,101462.0,0.423,0.646
860Z200US21084,ZCTA5 21084,0.947,118098.0,0.313,0.794
860Z200US21085,ZCTA5 21085,0.665,107975.0,0.401,0.671
860Z200US21087,ZCTA5 21087,0.95,124500.0,0.292,0.816
860Z200US21090,ZCTA5 21090,0.857,124688.0,0.314,0.698
860Z200US21102,ZCTA5 21102,0.879,119535.0,0.309,0.734
860Z200US21108,ZCTA5 21108,0.764,146556.0,0.321,0.82
860Z200US21111,ZCTA5 21111,0.961,135781.0,0.488,0.892
860Z200US21122,ZCTA5 21122,0.747,121732.0,0.344,0.653
860Z200US21131,ZCTA5 21131,0.987,187250.0,0.263,0.883
860Z200US21132,ZCTA5 21132,0.953,150119.0,0.271,0.855
860Z200US21136,ZCTA5 21136,0.64,106559.0,0.5,0.684
860Z200US21144,ZCTA5 21144,0.647,132820.0,0.376,0.696
860Z200US21146,ZCTA5 21146,0.921,169835.0,0.303,0.815
860Z200US21153,ZCTA5 21153,0.953,184643.0,0.427,0.921
860Z200US21155,ZCTA5 21155,0.855,124219.0,0.432,0.655
860Z200US21157,ZCTA5 21157,0.715,102835.0,0.421,0.663
860Z200US21158,ZCTA5 21158,0.708,108795.0,0.32,0.72
860Z200US21160,ZCTA5 21160,0.949,102188.0,0.353,0.825
860Z200US21161,ZCTA5 21161,0.956,99709.0,0.359,0.771
860Z200US21162,ZCTA5 21162,0.918,168021.0,0.274,0.767
860Z200US21214,ZCTA5 21214,0.697,82093.0,0.606,0.644
860Z200US21219,ZCTA5 21219,0.869,118500.0,0.385,0.768
860Z200US21409,ZCTA5 21409,0.735,146667.0,0.346,0.754
860Z200US21538,ZCTA5 21538,0.804,83913.0,0.291,0.667
860Z200US21601,ZCTA5 21601,0.706,81837.0,0.542,0.63
860Z200US21612,ZCTA5 21612,1.0,113438.0,0.362,0.927
860Z200US21617,ZCTA5 21617,0.874,117668.0,0.376,0.744
860Z200US21619,ZCTA5 21619,0.637,100359.0,0.508,0.591
860Z200US21620,ZCTA5 21620,0.753,76094.0,0.602,0.619
860Z200US21623,ZCTA5 21623,0.808,77014.0,0.432,0.779
860Z200US21625,ZCTA5 21625,0.831,93589.0,0.448,0.608
860Z200US21627,ZCTA5 21627,1.0,81563.0,0.333,1.35
860Z200US21635,ZCTA5 21635,0.854,97194.0,0.428,0.774
860Z200US21638,ZCTA5 21638,0.755,130804.0,0.331,0.668
860Z200US21652,ZCTA5 21652,1.0,126174.0,0.619,0.953
860Z200US21653,ZCTA5 21653,1.0,100917.0,0.589,0.684
860Z200US21654,ZCTA5 21654,0.919,88512.0,0.446,0.775
860Z200US21655,ZCTA5 21655,0.873,85608.0,0.398,0.708
860Z200US21660,ZCTA5 21660,0.84,76917.0,0.46,0.672
860Z200US21661,ZCTA5 21661,0.838,87778.0,0.453,0.629
860Z200US21662,ZCTA5 21662,0.874,133125.0,0.408,0.611
860Z200US21663,ZCTA5 21663,0.794,81932.0,0.459,0.578
860Z200US21666,ZCTA5 21666,0.85,130426.0,0.409,0.693
860Z200US21668,ZCTA5 21668,0.783,80938.0,0.344,0.722
860Z200US21672,ZCTA5 21672,0.916,80385.0,0.338,0.701
860Z200US21679,ZCTA5 21679,1.0,116908.0,0.51,0.965
860Z200US21711,ZCTA5 21711,0.985,91083.0,0.366,0.673
860Z200US21713,ZCTA5 21713,0.854,101585.0,0.324,0.639
860Z200US21716,ZCTA5 21716,0.696,107188.0,0.453,0.744
860Z200US21717,ZCTA5 21717,0.667,153030.0,0.323,0.776
860Z200US21718,ZCTA5 21718,0.882,102917.0,0.348,0.688
860Z200US21719,ZCTA5 21719,0.715,75278.0,0.519,0.762
860Z200US21727,ZCTA5 21727,0.816,92697.0,0.362,0.63
860Z200US21733,ZCTA5 21733,0.895,106667.0,0.305,0.834
860Z200US21755,ZCTA5 21755,0.852,134677.0,0.26,0.773
